GROUP_SET,GROUP_VALUE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,EFG_PCT_RANK,BLKA_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,source_player_id,collection_timestamp,PLAYER_ID,PLAYER_NAME
Shot Type Detail,Running Alley Oop Dunk Shot,4,4,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,27.0,1.0,6.0,9.0,6.0,2.0,1.0,1.0,20.0,6.0,4.0,1.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Running Alley Oop Layup Shot,1,2,0.5,0,0,0.0,0.5,1,1.0,0.0,0.0,0.0,1.0,0.0,31.0,32.0,13.0,6.0,9.0,6.0,14.0,32.0,1.0,20.0,6.0,4.0,1.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Running Dunk Shot,13,13,1.0,0,0,0.0,1.0,0,0.923,0.077,0.0,0.0,0.923,0.077,5.0,15.0,1.0,6.0,9.0,6.0,2.0,1.0,16.0,18.0,6.0,4.0,17.0,19.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Running Finger Roll Layup Shot,3,4,0.75,0,0,0.0,0.75,1,0.333,0.667,0.0,0.0,0.333,0.667,22.0,27.0,9.0,6.0,9.0,6.0,9.0,32.0,28.0,5.0,6.0,4.0,30.0,5.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Running Jump Shot,3,6,0.5,3,6,0.5,0.75,0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,24.0,13.0,2.0,3.0,2.0,9.0,1.0,30.0,20.0,1.0,4.0,1.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Running Layup Shot,3,11,0.273,0,0,0.0,0.273,4,1.0,0.0,0.0,0.0,1.0,0.0,22.0,16.0,30.0,6.0,9.0,6.0,30.0,42.0,1.0,20.0,6.0,4.0,1.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Running Pull-Up Jump Shot,1,2,0.5,0,1,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,32.0,13.0,6.0,5.0,6.0,14.0,1.0,1.0,20.0,6.0,4.0,1.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Running Reverse Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,36.0,6.0,9.0,6.0,36.0,1.0,30.0,20.0,6.0,4.0,32.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Running Reverse Layup Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,6.0,9.0,6.0,36.0,1.0,30.0,20.0,6.0,4.0,32.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Step Back Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,36.0,6.0,9.0,6.0,36.0,1.0,30.0,20.0,6.0,4.0,32.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Step Back Jump shot,6,15,0.4,2,10,0.2,0.467,0,1.0,0.0,0.5,0.5,0.833,0.167,15.0,14.0,23.0,3.0,2.0,5.0,20.0,1.0,1.0,20.0,4.0,1.0,19.0,16.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Tip Dunk Shot,2,2,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,32.0,1.0,6.0,9.0,6.0,2.0,1.0,30.0,1.0,6.0,4.0,32.0,1.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Tip Layup Shot,2,9,0.222,0,0,0.0,0.222,1,0.0,1.0,0.0,0.0,0.0,1.0,27.0,20.0,33.0,6.0,9.0,6.0,33.0,32.0,30.0,1.0,6.0,4.0,32.0,1.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Turnaround Bank Hook Shot,1,3,0.333,0,0,0.0,0.333,0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,29.0,25.0,6.0,9.0,6.0,26.0,1.0,1.0,20.0,6.0,4.0,1.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Turnaround Bank shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,36.0,6.0,9.0,6.0,36.0,1.0,30.0,20.0,6.0,4.0,32.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Turnaround Fadeaway Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,36.0,6.0,9.0,6.0,36.0,1.0,30.0,20.0,6.0,4.0,32.0,22.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Turnaround Fadeaway shot,10,41,0.244,0,0,0.0,0.244,0,0.5,0.5,0.0,0.0,0.5,0.5,8.0,4.0,32.0,6.0,9.0,6.0,32.0,1.0,24.0,8.0,6.0,4.0,26.0,8.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Turnaround Hook Shot,23,53,0.434,0,0,0.0,0.434,0,0.957,0.043,0.0,0.0,0.957,0.043,3.0,3.0,21.0,6.0,9.0,6.0,22.0,1.0,15.0,19.0,6.0,4.0,16.0,20.0,1642259,2025-08-10T09:41:50.395283,,
Shot Type Detail,Turnaround Jump Shot,9,28,0.321,0,1,0.0,0.321,1,0.333,0.667,0.0,0.0,0.333,0.667,9.0,7.0,28.0,6.0,5.0,6.0,29.0,32.0,28.0,5.0,6.0,4.0,30.0,5.0,1642259,2025-08-10T09:41:50.395283,,
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,15.0,1.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1631262.0,"Bernard, Jules"
Assisted By,,13,13,1.0,9,9,1.0,1.346,0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,7.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1627763.0,"Brogdon, Malcolm"
Assisted By,,2,2,1.0,1,1,1.0,1.25,0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,11.0,1.0,10.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1630215.0,"Butler, Jared"
Assisted By,,52,52,1.0,15,15,1.0,1.144,0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1642267.0,"Carrington, Bub"
Assisted By,,9,9,1.0,3,3,1.0,1.167,0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,8.0,1.0,7.0,7.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1630551.0,"Champagnie, Justin"
Assisted By,,39,39,1.0,25,25,1.0,1.321,0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1641731.0,"Coulibaly, Bilal"
Assisted By,,2,2,1.0,1,1,1.0,1.25,0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,11.0,1.0,10.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1631098.0,"Davis, Johnny"
Assisted By,,28,28,1.0,12,12,1.0,1.214,0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1642273.0,"George, Kyshawn"
Assisted By,,2,2,1.0,1,1,1.0,1.25,0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,11.0,1.0,10.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1630264.0,"Gill, Anthony"
Assisted By,,9,9,1.0,3,3,1.0,1.167,0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,8.0,1.0,7.0,7.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1642358.0,"Johnson, AJ"
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,15.0,1.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1641732.0,"Jones, Colby"
Assisted By,,6,6,1.0,2,2,1.0,1.167,0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,10.0,1.0,9.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1630557.0,"Kispert, Corey"
Assisted By,,14,14,1.0,1,1,1.0,1.036,0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,10.0,10.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1628398.0,"Kuzma, Kyle"
Assisted By,,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,15.0,1.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1641798.0,"Martin, Jaylen"
Assisted By,,14,14,1.0,4,4,1.0,1.143,0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,6.0,6.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,203114.0,"Middleton, Khris"
Assisted By,,64,64,1.0,24,24,1.0,1.188,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1629673.0,"Poole, Jordan"
Assisted By,,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,11.0,1.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,203935.0,"Smart, Marcus"
Assisted By,,1,1,1.0,1,1,1.0,1.5,0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,15.0,1.0,10.0,10.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1642259,2025-08-10T09:41:50.395283,1630550.0,"Thor, JT"
Overall,2024-25,786,1364,0.576,138,331,0.417,0.627,63,0.653,0.347,0.862,0.138,0.69,0.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (5ft),Less Than 5 ft.,364,513,0.71,0,0,0.0,0.71,36,0.632,0.368,0.0,0.0,0.632,0.368,1.0,1.0,1.0,4.0,6.0,4.0,1.0,9.0,4.0,2.0,4.0,3.0,6.0,2.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (5ft),5-9 ft.,200,357,0.56,0,0,0.0,0.56,21,0.69,0.31,0.0,0.0,0.69,0.31,2.0,2.0,3.0,4.0,6.0,4.0,5.0,8.0,2.0,4.0,4.0,3.0,4.0,4.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (5ft),10-14 ft.,46,93,0.495,0,0,0.0,0.495,4,0.674,0.326,0.0,0.0,0.674,0.326,4.0,4.0,4.0,4.0,6.0,4.0,6.0,7.0,3.0,3.0,4.0,3.0,5.0,3.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (5ft),15-19 ft.,32,57,0.561,0,0,0.0,0.561,1,0.594,0.406,0.0,0.0,0.594,0.406,5.0,6.0,2.0,4.0,6.0,4.0,4.0,5.0,5.0,1.0,4.0,3.0,7.0,1.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (5ft),20-24 ft.,26,58,0.448,20,45,0.444,0.621,0,0.833,0.167,0.95,0.05,0.923,0.077,6.0,5.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,6.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (5ft),25-29 ft.,115,254,0.453,115,254,0.453,0.679,0,0.0,0.0,0.843,0.157,0.843,0.157,3.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,6.0,6.0,3.0,1.0,3.0,5.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (5ft),30-34 ft.,0,4,0.0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,4.0,4.0,4.0,8.0,1.0,6.0,6.0,4.0,3.0,8.0,7.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (5ft),35-39 ft.,0,3,0.0,0,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,8.0,4.0,5.0,4.0,8.0,5.0,6.0,6.0,4.0,3.0,8.0,7.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (5ft),40+ ft.,3,25,0.12,3,25,0.12,0.18,0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,7.0,7.0,3.0,3.0,3.0,7.0,1.0,6.0,6.0,1.0,3.0,1.0,7.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (8ft),Less Than 8 ft.,508,767,0.662,0,0,0.0,0.662,51,0.636,0.364,0.0,0.0,0.636,0.364,1.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,3.0,2.0,5.0,1.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (8ft),8-16 ft.,109,209,0.522,0,0,0.0,0.522,11,0.734,0.266,0.0,0.0,0.734,0.266,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (8ft),16-24 ft.,31,57,0.544,0,0,0.0,0.544,0,0.645,0.355,0.0,0.0,0.645,0.355,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (8ft),24+ ft.,136,309,0.44,136,309,0.44,0.66,1,0.0,0.0,0.86,0.14,0.86,0.14,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,203999,2025-08-10T09:42:01.325047,,
Shot Distance (8ft),Back Court Shot,2,22,0.091,2,22,0.091,0.136,0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,203999,2025-08-10T09:42:01.325047,,
Shot Area,Restricted Area,310,431,0.719,0,0,0.0,0.719,26,0.616,0.384,0.0,0.0,0.616,0.384,1.0,2.0,2.0,5.0,5.0,5.0,2.0,6.0,3.0,1.0,5.0,2.0,7.0,1.0,203999,2025-08-10T09:42:01.325047,,
Shot Area,In The Paint (Non-RA),278,486,0.572,0,0,0.0,0.572,34,0.701,0.299,0.0,0.0,0.701,0.299,2.0,1.0,3.0,5.0,5.0,5.0,5.0,7.0,1.0,3.0,5.0,2.0,5.0,3.0,203999,2025-08-10T09:42:01.325047,,
Shot Area,Mid-Range,60,116,0.517,0,0,0.0,0.517,2,0.617,0.383,0.0,0.0,0.617,0.383,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,2.0,2.0,5.0,2.0,6.0,2.0,203999,2025-08-10T09:42:01.325047,,
Shot Area,Left Corner 3,4,5,0.8,4,5,0.8,1.2,0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,7.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,203999,2025-08-10T09:42:01.325047,,
Shot Area,Right Corner 3,4,10,0.4,4,10,0.4,0.6,0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,6.0,6.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,203999,2025-08-10T09:42:01.325047,,
Shot Area,Above the Break 3,128,294,0.435,128,294,0.435,0.653,1,0.0,0.0,0.852,0.148,0.852,0.148,3.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,203999,2025-08-10T09:42:01.325047,,
Shot Area,Backcourt,2,22,0.091,2,22,0.091,0.136,0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,5.0,7.0,4.0,2.0,4.0,7.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,203999,2025-08-10T09:42:01.325047,,
Assisted Shot,Assisted,542,542,1.0,119,119,1.0,1.11,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,203999,2025-08-10T09:42:01.325047,,
Assisted Shot,Unassisted,244,244,1.0,19,19,1.0,1.039,0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Summary,Alley Oop,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,203999,2025-08-10T09:42:01.325047,,
Shot Type Summary,Bank Shot,22,42,0.524,0,2,0.0,0.524,1,0.5,0.5,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,203999,2025-08-10T09:42:01.325047,,
Shot Type Summary,Dunk,25,26,0.962,0,0,0.0,0.962,1,0.88,0.12,0.0,0.0,0.88,0.12,,,,,,,,,,,,,,,203999,2025-08-10T09:42:01.325047,,
Shot Type Summary,Fadeaway,20,54,0.37,1,3,0.333,0.38,1,0.316,0.684,1.0,0.0,0.35,0.65,,,,,,,,,,,,,,,203999,2025-08-10T09:42:01.325047,,
Shot Type Summary,Finger Roll,61,73,0.836,0,0,0.0,0.836,2,0.852,0.148,0.0,0.0,0.852,0.148,,,,,,,,,,,,,,,203999,2025-08-10T09:42:01.325047,,
Shot Type Summary,Hook Shot,102,170,0.6,0,0,0.0,0.6,7,0.608,0.392,0.0,0.0,0.608,0.392,,,,,,,,,,,,,,,203999,2025-08-10T09:42:01.325047,,
Shot Type Summary,Jump Shot,334,689,0.485,138,330,0.418,0.585,16,0.724,0.276,0.862,0.138,0.781,0.219,,,,,,,,,,,,,,,203999,2025-08-10T09:42:01.325047,,
Shot Type Summary,Layup,307,443,0.693,0,0,0.0,0.693,39,0.619,0.381,0.0,0.0,0.619,0.381,,,,,,,,,,,,,,,203999,2025-08-10T09:42:01.325047,,
Shot Type Summary,Tip Shot,23,50,0.46,0,0,0.0,0.46,0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Alley Oop Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,38.0,7.0,11.0,7.0,38.0,1.0,33.0,28.0,7.0,5.0,34.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Alley Oop Layup shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,38.0,7.0,11.0,7.0,38.0,1.0,33.0,28.0,7.0,5.0,34.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Cutting Dunk Shot,13,13,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,21.0,1.0,7.0,11.0,7.0,2.0,1.0,1.0,28.0,7.0,5.0,1.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Cutting Finger Roll Layup Shot,20,24,0.833,0,0,0.0,0.833,1,1.0,0.0,0.0,0.0,1.0,0.0,13.0,16.0,9.0,7.0,11.0,7.0,9.0,31.0,1.0,28.0,7.0,5.0,1.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Cutting Layup Shot,47,62,0.758,0,0,0.0,0.758,4,0.979,0.021,0.0,0.0,0.979,0.021,4.0,7.0,10.0,7.0,11.0,7.0,10.0,42.0,10.0,27.0,7.0,5.0,10.0,28.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Driving Bank Hook Shot,1,2,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,34.0,25.0,7.0,11.0,7.0,27.0,1.0,1.0,28.0,7.0,5.0,1.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Driving Dunk Shot,3,3,1.0,0,0,0.0,1.0,0,0.333,0.667,0.0,0.0,0.333,0.667,29.0,32.0,1.0,7.0,11.0,7.0,2.0,1.0,30.0,6.0,7.0,5.0,32.0,5.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Driving Finger Roll Layup Shot,18,24,0.75,0,0,0.0,0.75,1,0.556,0.444,0.0,0.0,0.556,0.444,15.0,16.0,11.0,7.0,11.0,7.0,11.0,31.0,22.0,15.0,7.0,5.0,22.0,16.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Driving Floating Bank Jump Shot,4,11,0.364,0,0,0.0,0.364,0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,22.0,35.0,7.0,11.0,7.0,36.0,1.0,33.0,1.0,7.0,5.0,34.0,1.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Driving Floating Jump Shot,39,83,0.47,0,2,0.0,0.47,5,0.641,0.359,0.0,0.0,0.641,0.359,7.0,4.0,29.0,7.0,6.0,7.0,30.0,44.0,20.0,17.0,7.0,5.0,21.0,17.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Driving Hook Shot,29,49,0.592,0,0,0.0,0.592,0,0.552,0.448,0.0,0.0,0.552,0.448,9.0,10.0,22.0,7.0,11.0,7.0,24.0,1.0,23.0,14.0,7.0,5.0,23.0,15.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Driving Layup Shot,60,91,0.659,0,0,0.0,0.659,12,0.533,0.467,0.0,0.0,0.533,0.467,3.0,3.0,19.0,7.0,11.0,7.0,20.0,48.0,24.0,13.0,7.0,5.0,24.0,14.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Driving Reverse Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,38.0,7.0,11.0,7.0,38.0,1.0,33.0,28.0,7.0,5.0,34.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Driving Reverse Layup Shot,6,9,0.667,0,0,0.0,0.667,0,0.5,0.5,0.0,0.0,0.5,0.5,23.0,24.0,15.0,7.0,11.0,7.0,16.0,1.0,26.0,10.0,7.0,5.0,26.0,11.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Dunk Shot,1,2,0.5,0,0,0.0,0.5,1,1.0,0.0,0.0,0.0,1.0,0.0,35.0,34.0,25.0,7.0,11.0,7.0,27.0,31.0,1.0,28.0,7.0,5.0,1.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Fadeaway Bank shot,0,2,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,34.0,38.0,7.0,9.0,7.0,38.0,1.0,33.0,28.0,7.0,5.0,34.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Fadeaway Jump Shot,5,20,0.25,1,2,0.5,0.275,1,0.25,0.75,1.0,0.0,0.4,0.6,25.0,19.0,37.0,6.0,6.0,2.0,37.0,31.0,32.0,5.0,1.0,5.0,28.0,9.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Finger Roll Layup Shot,8,8,1.0,0,0,0.0,1.0,0,0.875,0.125,0.0,0.0,0.875,0.125,20.0,25.0,1.0,7.0,11.0,7.0,2.0,1.0,12.0,24.0,7.0,5.0,12.0,25.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Floating Jump shot,64,99,0.646,0,5,0.0,0.646,3,0.922,0.078,0.0,0.0,0.922,0.078,2.0,2.0,20.0,7.0,5.0,7.0,21.0,40.0,11.0,26.0,7.0,5.0,11.0,27.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Hook Bank Shot,3,6,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,28.0,25.0,7.0,11.0,7.0,27.0,1.0,1.0,28.0,7.0,5.0,1.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Hook Shot,19,26,0.731,0,0,0.0,0.731,2,0.842,0.158,0.0,0.0,0.842,0.158,14.0,15.0,13.0,7.0,11.0,7.0,13.0,38.0,16.0,21.0,7.0,5.0,17.0,21.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Jump Bank Shot,4,6,0.667,0,1,0.0,0.667,1,1.0,0.0,0.0,0.0,1.0,0.0,27.0,28.0,15.0,7.0,9.0,7.0,16.0,31.0,1.0,28.0,7.0,5.0,1.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Jump Shot,163,342,0.477,113,262,0.431,0.642,2,0.64,0.36,0.938,0.062,0.847,0.153,1.0,1.0,28.0,1.0,1.0,4.0,22.0,38.0,21.0,16.0,3.0,4.0,16.0,22.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Layup Shot,36,49,0.735,0,0,0.0,0.735,9,0.861,0.139,0.0,0.0,0.861,0.139,8.0,10.0,12.0,7.0,11.0,7.0,12.0,47.0,14.0,23.0,7.0,5.0,14.0,24.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Pullup Jump shot,22,50,0.44,14,34,0.412,0.58,3,0.5,0.5,0.286,0.714,0.364,0.636,12.0,8.0,32.0,2.0,2.0,5.0,26.0,40.0,26.0,10.0,6.0,1.0,31.0,7.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Putback Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,38.0,7.0,11.0,7.0,38.0,1.0,33.0,28.0,7.0,5.0,34.0,29.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Putback Layup Shot,43,65,0.662,0,0,0.0,0.662,7,0.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,18.0,7.0,11.0,7.0,19.0,46.0,33.0,1.0,7.0,5.0,34.0,1.0,203999,2025-08-10T09:42:01.325047,,
Shot Type Detail,Reverse Dunk Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,38.0,7.0,11.0,7.0,38.0,1.0,33.0,28.0,7.0,5.0,34.0,29.0,203999,2025-08-10T09:42:01.325047,,
