GROUP_SET,GROUP_VALUE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,EFG_PCT_RANK,BLKA_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,source_player_id,collection_timestamp,PLAYER_ID,PLAYER_NAME
Overall,2024-25,326,828,0.394,105,341,0.308,0.457,39,0.701,0.299,0.952,0.048,0.782,0.218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (5ft),Less Than 5 ft.,143,241,0.593,0,0,0.0,0.593,31,0.699,0.301,0.0,0.0,0.699,0.301,1.0,2.0,1.0,3.0,5.0,3.0,1.0,9.0,4.0,2.0,3.0,2.0,5.0,2.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (5ft),5-9 ft.,48,164,0.293,0,0,0.0,0.293,8,0.729,0.271,0.0,0.0,0.729,0.271,3.0,3.0,6.0,3.0,5.0,3.0,6.0,8.0,3.0,3.0,3.0,2.0,4.0,3.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (5ft),10-14 ft.,21,70,0.3,0,0,0.0,0.3,1,0.524,0.476,0.0,0.0,0.524,0.476,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,1.0,3.0,2.0,6.0,1.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (5ft),15-19 ft.,15,37,0.405,0,0,0.0,0.405,1,0.733,0.267,0.0,0.0,0.733,0.267,6.0,6.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (5ft),20-24 ft.,24,80,0.3,23,75,0.307,0.444,1,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,5.0,1.0,2.0,1.0,6.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (5ft),25-29 ft.,84,279,0.301,84,279,0.301,0.452,1,0.0,0.0,0.94,0.06,0.94,0.06,2.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,6.0,5.0,2.0,1.0,2.0,5.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (5ft),30-34 ft.,0,3,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,3.0,3.0,7.0,1.0,6.0,5.0,3.0,2.0,7.0,6.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (5ft),35-39 ft.,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,7.0,3.0,5.0,3.0,7.0,1.0,6.0,5.0,3.0,2.0,7.0,6.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (5ft),40+ ft.,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,3.0,4.0,3.0,7.0,1.0,6.0,5.0,3.0,2.0,7.0,6.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (8ft),Less Than 8 ft.,177,354,0.5,0,0,0.0,0.5,37,0.712,0.288,0.0,0.0,0.712,0.288,1.0,2.0,1.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (8ft),8-16 ft.,40,132,0.303,0,0,0.0,0.303,3,0.55,0.45,0.0,0.0,0.55,0.45,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (8ft),16-24 ft.,11,31,0.355,0,0,0.0,0.355,1,0.909,0.091,0.0,0.0,0.909,0.091,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1642259,2025-08-10T09:41:50.395283,,
Shot Distance (8ft),24+ ft.,107,357,0.3,107,357,0.3,0.45,2,0.0,0.0,0.953,0.047,0.953,0.047,2.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,1642259,2025-08-10T09:41:50.395283,,
