GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,player_id,endpoint,dataframe_index,collection_timestamp
By Half,Second Half,75,61,14,0.813,827.45,158,352,0.449,60,164,0.366,45,51,0.882,51,102,153,62,25,22,12,21,45,35,421,235,774.6,2,0,764.0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,3,2,1,2,2,2,1,1,2,1,1630598,PlayerDashboardByGameSplits,1,2025-08-10T12:50:52.597933
By Half,Overtime,1,0,1,0.0,4.89,0,1,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,0,0,0,0,1,2,-3,2.0,0,0,2.0,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,1,3,1,1630598,PlayerDashboardByGameSplits,1,2025-08-10T12:50:52.597933
By Period,1,70,58,12,0.829,402.80833333333334,87,154,0.565,36,76,0.474,10,14,0.714,16,57,73,37,18,17,0,9,19,11,220,190,396.1,2,0,400.0,2,2,2,1,3,2,4,1,1,3,1,4,4,5,3,2,3,1,2,2,4,2,2,4,3,2,3,1,1,2,1,1630598,PlayerDashboardByGameSplits,2,2025-08-10T12:50:52.598934
By Period,2,74,60,14,0.811,508.75166666666667,110,221,0.498,34,98,0.347,17,22,0.773,14,55,69,35,26,21,6,9,37,21,271,92,461.3,2,0,463.0,1,1,5,3,1,1,1,2,2,1,3,3,3,4,4,3,4,2,1,1,2,2,5,1,1,3,1,1,1,1,1,1630598,PlayerDashboardByGameSplits,2,2025-08-10T12:50:52.598934
By Period,3,69,56,13,0.812,385.405,74,158,0.468,30,71,0.423,21,25,0.84,33,43,76,31,11,13,4,12,22,17,199,196,376.7,2,0,370.0,3,3,3,2,4,4,3,3,3,4,2,2,2,3,1,4,2,3,4,3,3,5,3,3,4,1,4,1,1,4,1,1630598,PlayerDashboardByGameSplits,2,2025-08-10T12:50:52.598934
By Period,4,66,53,13,0.803,442.045,84,194,0.433,30,93,0.323,24,26,0.923,18,59,77,31,14,9,8,9,23,18,222,39,397.9,2,0,394.0,4,4,3,4,2,3,2,4,3,2,4,1,1,2,2,1,1,3,3,4,1,2,4,2,2,4,2,1,1,3,1,1630598,PlayerDashboardByGameSplits,2,2025-08-10T12:50:52.598934
By Period,5,1,0,1,0.0,4.89,0,1,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,0,0,0,0,1,2,-3,2.0,0,0,2.0,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,1,1,5,5,5,5,5,1,5,1,1630598,PlayerDashboardByGameSplits,2,2025-08-10T12:50:52.598934
By Score Margin,Tied,52,41,11,0.788,78.87833333333333,13,34,0.382,8,18,0.444,3,4,0.75,5,12,17,4,6,1,0,1,2,4,37,0,60.4,2,0,68.0,5,5,3,6,6,6,6,6,6,6,1,6,6,5,6,6,6,6,5,6,6,1,1,6,6,5,6,1,1,6,1,1630598,PlayerDashboardByGameSplits,3,2025-08-10T12:50:52.598934
By Score Margin,1 - 5 Points,67,55,12,0.821,515.6533333333333,111,222,0.5,52,120,0.433,5,10,0.5,18,52,70,35,19,21,1,9,29,11,279,295,462.5,2,0,480.0,2,2,4,3,1,1,1,3,1,1,2,5,5,6,1,1,1,1,1,1,5,5,6,4,1,1,1,1,1,1,1,1630598,PlayerDashboardByGameSplits,3,2025-08-10T12:50:52.598934
By Score Margin,6 - 10 Points,75,61,14,0.813,363.52666666666664,69,131,0.527,24,56,0.429,11,13,0.846,17,45,62,33,14,11,6,8,25,14,173,80,333.9,2,0,326.0,1,1,6,4,2,2,2,1,2,2,3,4,4,3,2,2,2,2,3,2,1,4,5,3,2,3,2,1,1,2,1,1630598,PlayerDashboardByGameSplits,3,2025-08-10T12:50:52.598934
By Score Margin,11 - 15 Points,66,53,13,0.803,298.84833333333336,61,126,0.484,23,56,0.411,16,18,0.889,15,34,49,28,15,9,3,11,16,15,161,175,282.8,2,0,285.0,3,3,5,5,3,3,3,4,3,2,4,2,2,2,3,4,3,3,2,3,3,6,3,2,3,2,3,1,1,3,1,1630598,PlayerDashboardByGameSplits,3,2025-08-10T12:50:52.598934
By Score Margin,16 - 20 Points,55,47,8,0.855,227.51666666666668,51,97,0.526,9,36,0.25,15,15,1.0,14,34,48,12,4,9,6,3,17,8,126,4,242.6,2,0,225.0,4,4,2,2,5,4,5,2,5,5,6,3,3,1,4,4,5,5,6,3,1,2,4,5,5,4,5,1,1,5,1,1630598,PlayerDashboardByGameSplits,3,2025-08-10T12:50:52.598934
By Score Margin,more than 20 Points,37,33,4,0.892,259.4766666666667,50,118,0.424,14,53,0.264,24,29,0.828,12,37,49,22,11,9,2,7,12,16,138,-40,251.8,2,0,245.0,6,6,1,1,4,5,4,5,4,4,5,1,1,4,5,3,3,4,4,3,4,3,2,1,4,6,4,1,1,4,1,1630598,PlayerDashboardByGameSplits,3,2025-08-10T12:50:52.598934
By Actual Margin,Behind more than 20 Points,4,1,3,0.25,14.633333333333333,0,5,0.0,0,3,0.0,2,4,0.5,0,2,2,1,2,0,0,0,0,2,2,6,3.9,0,0,5.0,11,11,3,10,11,11,11,11,11,11,11,7,6,9,11,11,11,10,10,10,8,1,1,8,11,8,11,8,1,11,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
By Actual Margin,Behind 16 - 20 Points,9,2,7,0.222,20.805,7,12,0.583,3,7,0.429,1,1,1.0,1,4,5,1,1,0,1,0,2,1,18,22,27.5,0,0,29.0,10,10,5,11,10,10,10,1,10,10,6,9,10,1,9,10,10,10,11,10,6,1,2,10,10,6,10,8,1,10,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
By Actual Margin,Behind 11 - 15 Points,20,10,10,0.5,56.64833333333333,12,32,0.375,5,15,0.333,1,1,1.0,1,6,7,4,5,2,0,2,4,0,30,32,45.4,0,0,50.0,9,9,7,9,9,9,9,10,9,9,8,9,10,1,9,9,9,8,8,8,8,5,4,11,9,5,9,8,1,9,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
By Actual Margin,Behind 6 - 10 Points,34,22,12,0.647,119.14166666666667,25,47,0.532,8,22,0.364,1,2,0.5,8,15,23,10,6,3,2,1,9,2,59,66,110.6,0,0,110.0,7,8,10,8,7,7,7,3,6,7,7,9,9,9,6,7,7,7,6,7,4,3,5,8,7,4,7,8,1,7,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
By Actual Margin,Behind 1 - 5 Points,51,39,12,0.765,199.43166666666667,47,86,0.547,22,51,0.431,2,3,0.667,6,19,25,19,7,6,1,3,11,4,118,154,190.5,2,0,198.0,5,6,10,7,6,4,4,2,2,2,5,7,8,8,7,6,6,4,5,6,6,6,6,6,4,1,6,1,1,5,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
By Actual Margin,Tied,52,41,11,0.788,78.87833333333333,13,34,0.382,8,18,0.444,3,4,0.75,5,12,17,4,6,1,0,1,2,4,37,0,60.4,2,0,68.0,4,5,8,6,8,8,8,9,6,8,2,5,6,7,8,8,8,8,6,9,8,3,2,6,8,9,8,1,1,8,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
By Actual Margin,Ahead 1 - 5 Points,62,51,11,0.823,316.2216666666667,64,136,0.471,30,69,0.435,3,7,0.429,12,33,45,16,12,15,0,6,18,7,161,141,272.0,2,0,282.0,2,2,8,5,1,1,1,7,1,1,4,5,5,11,3,2,2,5,1,1,8,8,11,4,1,3,1,1,1,1,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
By Actual Margin,Ahead 6 - 10 Points,66,57,9,0.864,244.385,44,84,0.524,16,34,0.471,10,11,0.909,9,30,39,23,8,8,4,7,16,12,114,14,223.3,2,0,216.0,1,1,6,4,3,5,6,4,4,5,1,4,4,4,5,3,5,2,4,4,2,9,10,3,5,7,4,1,1,4,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
By Actual Margin,Ahead 11 - 15 Points,54,50,4,0.926,242.2,49,94,0.521,18,41,0.439,15,17,0.882,14,28,42,24,10,7,3,9,12,15,131,143,237.4,2,0,235.0,3,3,4,3,4,3,3,5,3,4,3,2,2,5,1,5,4,1,2,5,3,11,7,1,3,2,3,1,1,3,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
By Actual Margin,Ahead 16 - 20 Points,46,45,1,0.978,206.71166666666667,44,85,0.518,6,29,0.207,14,14,1.0,13,30,43,11,3,9,5,3,15,7,108,-18,215.1,2,0,196.0,6,4,1,1,5,5,5,6,8,6,10,3,3,1,2,3,3,6,9,2,1,6,9,4,6,10,5,1,1,6,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
By Actual Margin,Ahead more than 20 Points,33,32,1,0.97,244.84333333333333,50,113,0.442,14,50,0.28,22,25,0.88,12,35,47,21,9,9,2,7,12,14,136,-46,247.9,2,0,240.0,8,7,1,2,2,2,2,8,5,3,9,1,1,6,3,1,1,3,3,2,4,9,7,2,2,11,2,1,1,2,1,1630598,PlayerDashboardByGameSplits,4,2025-08-10T12:50:52.598934
Overall,2024,5,2,3,0.4,126.20166666666667,29,68,0.426,18,45,0.4,4,6,0.667,3,10,13,7,3,3,0,2,9,8,80,-20,112.1,0,0,124.0,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1641745,PlayerDashboardByGameSplits,0,2025-08-10T12:50:57.517886
Overall,2024-25,38,35,3,0.921,231.29833333333335,35,116,0.302,22,83,0.265,3,4,0.75,9,25,34,17,5,9,3,2,18,5,96,46,193.3,0,0,193.0,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1641745,PlayerDashboardByGameSplits,0,2025-08-10T12:50:57.517886
By Half,First Half,15,11,4,0.733,134.04333333333332,26,61,0.426,18,44,0.409,3,4,0.75,4,20,24,11,3,4,0,2,10,5,74,40,128.3,0,0,135.0,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1641745,PlayerDashboardByGameSplits,1,2025-08-10T12:50:57.517886
By Half,Second Half,41,35,6,0.854,223.45666666666668,38,123,0.309,22,84,0.262,4,6,0.667,8,15,23,13,5,8,3,2,17,8,102,-14,177.1,0,0,182.0,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1641745,PlayerDashboardByGameSplits,1,2025-08-10T12:50:57.517886
By Period,1,12,9,3,0.75,53.46,8,21,0.381,6,15,0.4,1,2,0.5,1,10,11,6,1,1,0,1,4,2,23,47,47.2,0,0,48.0,4,3,1,2,4,4,4,2,3,4,2,3,2,3,3,2,3,2,3,3,2,2,1,4,3,1,3,1,1,3,2,1641745,PlayerDashboardByGameSplits,2,2025-08-10T12:50:57.517886
By Period,2,14,10,4,0.714,80.58333333333333,18,40,0.45,12,29,0.414,2,2,1.0,3,10,13,5,2,3,0,1,6,3,51,-7,81.1,0,0,87.0,2,2,2,3,2,2,2,1,2,2,1,2,2,1,2,2,2,3,2,2,2,2,3,2,2,3,2,1,1,2,2,1641745,PlayerDashboardByGameSplits,2,2025-08-10T12:50:57.517886
By Period,3,13,8,5,0.615,63.115,9,28,0.321,5,19,0.263,0,0,0.0,1,4,5,5,1,1,0,0,5,3,23,38,38.5,0,0,40.0,3,4,4,4,3,3,3,3,4,3,3,4,4,4,3,4,4,3,3,3,2,1,2,2,3,2,4,1,1,4,2,1641745,PlayerDashboardByGameSplits,2,2025-08-10T12:50:57.517886
By Period,4,38,34,4,0.895,160.34166666666667,29,95,0.305,17,65,0.262,4,6,0.667,7,11,18,8,4,7,3,2,12,5,79,-52,138.6,0,0,142.0,1,1,2,1,1,1,1,4,1,1,4,1,1,2,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,2,1641745,PlayerDashboardByGameSplits,2,2025-08-10T12:50:57.517886
By Score Margin,Tied,8,5,3,0.625,9.463333333333333,1,5,0.2,0,3,0.0,0,0,0.0,0,3,3,1,0,0,0,1,0,0,2,17,7.1,0,0,6.0,6,6,2,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,5,6,3,4,1,6,6,3,6,1,1,6,2,1641745,PlayerDashboardByGameSplits,3,2025-08-10T12:50:57.517886
By Score Margin,1 - 5 Points,13,8,5,0.615,60.4,11,27,0.407,9,22,0.409,2,4,0.5,1,7,8,2,1,2,0,0,8,6,33,18,50.6,0,0,56.0,4,5,4,6,3,3,3,2,2,2,2,1,1,4,4,2,3,4,3,2,3,1,6,1,3,2,3,1,1,2,2,1641745,PlayerDashboardByGameSplits,3,2025-08-10T12:50:57.517886
By Score Margin,6 - 10 Points,13,9,4,0.692,48.663333333333334,12,25,0.48,8,17,0.471,1,1,1.0,3,4,7,3,0,1,0,0,1,1,34,-13,49.9,0,0,54.0,4,4,3,4,5,2,4,1,3,4,1,3,4,1,2,5,4,3,5,5,3,1,2,4,2,4,4,1,1,3,2,1641745,PlayerDashboardByGameSplits,3,2025-08-10T12:50:57.517886
By Score Margin,11 - 15 Points,20,15,5,0.75,54.626666666666665,10,29,0.345,7,21,0.333,1,1,1.0,3,7,10,5,2,2,0,1,6,2,28,48,51.5,0,0,54.0,3,3,4,3,4,4,2,3,4,3,3,3,4,1,2,2,2,2,2,2,3,4,3,3,4,1,2,1,1,3,2,1641745,PlayerDashboardByGameSplits,3,2025-08-10T12:50:57.517886
By Score Margin,16 - 20 Points,25,20,5,0.8,61.45666666666666,6,21,0.286,4,17,0.235,2,2,1.0,0,5,5,2,1,2,1,0,6,1,18,-22,35.0,0,0,35.0,1,2,4,2,2,5,5,5,5,4,5,1,2,1,5,4,5,4,3,2,2,1,3,4,5,5,5,1,1,5,2,1641745,PlayerDashboardByGameSplits,3,2025-08-10T12:50:57.517886
By Score Margin,more than 20 Points,25,23,2,0.92,122.89,24,77,0.312,12,48,0.25,1,2,0.5,5,9,14,11,4,5,2,2,6,3,61,-22,111.3,0,0,112.0,1,1,1,1,1,1,1,4,1,1,4,3,2,4,1,1,1,1,1,1,1,6,3,2,1,5,1,1,1,1,2,1641745,PlayerDashboardByGameSplits,3,2025-08-10T12:50:57.517886
By Actual Margin,Behind more than 20 Points,2,0,2,0.0,9.116666666666667,6,10,0.6,3,4,0.75,0,0,0.0,0,0,0,0,0,0,0,0,0,0,15,9,15.0,0,0,18.0,11,10,4,10,11,4,8,1,6,9,1,7,7,7,6,10,11,8,5,7,3,1,1,8,5,5,8,1,1,7,1,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
By Actual Margin,Behind 16 - 20 Points,5,0,5,0.0,16.143333333333334,2,6,0.333,1,4,0.25,2,2,1.0,0,2,2,0,1,1,1,0,0,1,7,-17,14.4,0,0,14.0,9,10,10,10,9,10,10,7,10,9,8,1,1,1,6,7,8,8,3,4,2,1,1,4,10,10,9,1,1,10,1,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
By Actual Margin,Behind 11 - 15 Points,6,1,5,0.167,16.165,4,11,0.364,3,8,0.375,0,0,0.0,2,0,2,0,0,0,0,0,2,1,11,16,13.4,0,0,16.0,8,8,10,9,8,7,6,6,6,6,5,7,7,7,3,10,8,8,5,7,3,1,6,4,7,4,10,1,1,8,1,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
By Actual Margin,Behind 6 - 10 Points,5,1,4,0.2,21.791666666666668,5,11,0.455,4,8,0.5,0,0,0.0,0,1,1,2,0,1,0,0,0,0,14,-10,21.2,0,0,23.0,9,8,8,8,6,6,6,3,3,6,2,7,7,7,6,9,10,3,5,4,3,1,1,8,6,8,5,1,1,5,1,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
By Actual Margin,Behind 1 - 5 Points,8,4,4,0.5,18.155,3,8,0.375,2,7,0.286,1,2,0.5,1,2,3,2,0,0,0,0,3,2,9,-14,15.6,0,0,16.0,6,7,8,7,7,9,9,5,9,8,7,2,1,4,4,7,5,3,5,7,3,1,7,3,9,9,7,1,1,8,1,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
By Actual Margin,Tied,8,5,3,0.625,9.463333333333333,1,5,0.2,0,3,0.0,0,0,0.0,0,3,3,1,0,0,0,1,0,0,2,17,7.1,0,0,6.0,6,6,5,6,10,11,11,11,11,11,11,7,7,7,6,4,5,6,5,7,3,9,1,8,11,3,11,1,1,11,2,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
By Actual Margin,Ahead 1 - 5 Points,11,8,3,0.727,42.245,8,19,0.421,7,15,0.467,1,2,0.5,0,5,5,0,1,2,0,0,5,4,24,32,35.0,0,0,40.0,4,4,5,4,3,2,2,4,2,2,3,2,1,4,6,3,4,8,3,2,3,1,9,1,2,1,3,1,1,2,2,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
By Actual Margin,Ahead 6 - 10 Points,11,8,3,0.727,26.871666666666666,7,14,0.5,4,9,0.444,1,1,1.0,3,3,6,1,0,0,0,0,1,1,20,-3,28.7,0,0,31.0,4,4,5,4,5,3,5,2,3,5,4,2,5,1,2,4,3,6,5,7,3,1,5,4,3,6,4,1,1,4,2,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
By Actual Margin,Ahead 11 - 15 Points,15,15,0,1.0,38.461666666666666,6,18,0.333,4,13,0.308,1,1,1.0,1,7,8,5,2,2,0,1,4,1,17,32,38.1,0,0,38.0,3,3,1,1,4,4,3,7,3,3,6,2,5,1,4,2,2,2,2,2,3,9,8,4,4,1,2,1,1,3,2,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
By Actual Margin,Ahead 16 - 20 Points,20,20,0,1.0,45.31333333333333,4,15,0.267,3,13,0.231,0,0,0.0,0,3,3,2,0,1,0,0,6,0,11,-5,20.6,0,0,21.0,2,2,1,1,2,7,4,10,6,3,9,7,7,7,6,4,5,3,5,4,3,1,10,8,7,7,6,1,1,6,2,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
By Actual Margin,Ahead more than 20 Points,23,23,0,1.0,113.77333333333333,18,67,0.269,9,44,0.205,1,2,0.5,5,9,14,11,4,5,2,2,6,3,46,-31,96.3,0,0,94.0,1,1,1,1,1,1,1,9,1,1,10,2,1,4,1,1,1,1,1,1,1,11,10,2,1,11,1,1,1,1,2,1641745,PlayerDashboardByGameSplits,4,2025-08-10T12:50:57.518886
Overall,2024,4,2,2,0.5,100.355,23,37,0.622,0,2,0.0,14,16,0.875,15,20,35,3,11,7,4,2,18,10,60,18,128.5,1,0,120.0,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1641766,PlayerDashboardByGameSplits,0,2025-08-10T12:51:07.984902
Overall,2024-25,15,5,10,0.333,320.8616666666667,79,149,0.53,5,12,0.417,15,20,0.75,56,60,116,19,22,7,14,17,34,31,186,-45,394.7,6,0,368.0,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1641766,PlayerDashboardByGameSplits,0,2025-08-10T12:51:07.984902
By Half,First Half,18,7,11,0.389,212.53333333333333,56,100,0.56,2,6,0.333,16,19,0.842,43,37,80,11,15,7,11,15,22,21,135,-15,286.5,7,0,264.0,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,3,2,1,1,3,1,1,1,1,2,1641766,PlayerDashboardByGameSplits,1,2025-08-10T12:51:07.984902
By Half,Second Half,18,7,11,0.389,202.98333333333332,46,84,0.548,3,7,0.429,13,17,0.765,27,41,68,11,17,7,7,4,30,20,111,-11,234.1,7,0,221.0,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,3,2,2,2,2,1,1,2,2,1641766,PlayerDashboardByGameSplits,1,2025-08-10T12:51:07.984902
By Half,Overtime,2,1,1,0.5,5.7,0,2,0.0,0,1,0.0,0,0,0.0,1,2,3,0,1,0,0,0,0,0,0,-1,2.6,1,0,3.0,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,3,3,1,3,2,1641766,PlayerDashboardByGameSplits,1,2025-08-10T12:51:07.984902
By Period,1,17,6,11,0.353,101.13333333333334,30,57,0.526,0,3,0.0,5,6,0.833,24,19,43,7,5,4,5,10,7,10,69,20,153.1,7,0,137.0,2,3,4,5,3,1,1,3,4,2,4,3,3,2,1,3,1,1,4,1,2,5,2,3,1,1,1,1,1,1,2,1641766,PlayerDashboardByGameSplits,2,2025-08-10T12:51:07.984902
By Period,2,18,7,11,0.389,111.4,26,43,0.605,2,3,0.667,11,13,0.846,19,18,37,4,10,3,6,5,15,11,66,-35,133.4,7,0,127.0,1,1,4,3,1,2,3,1,1,2,2,1,1,1,2,4,2,3,1,3,1,4,4,2,2,5,2,1,1,2,2,1641766,PlayerDashboardByGameSplits,2,2025-08-10T12:51:07.984902
By Period,3,17,7,10,0.412,100.78,24,47,0.511,1,1,1.0,3,5,0.6,13,20,33,7,7,3,3,3,17,6,53,-6,114.1,7,0,106.0,2,1,2,2,4,3,2,4,3,4,1,4,4,4,4,2,4,1,3,3,4,3,5,4,4,4,4,1,1,4,2,1641766,PlayerDashboardByGameSplits,2,2025-08-10T12:51:07.984902
By Period,4,16,6,10,0.375,102.20333333333333,22,37,0.595,2,6,0.333,10,12,0.833,14,21,35,4,10,4,4,1,13,14,58,-5,120.0,6,0,115.0,4,3,2,4,2,4,4,2,1,1,3,2,2,2,3,1,3,3,1,1,3,2,3,1,3,3,3,4,1,3,2,1641766,PlayerDashboardByGameSplits,2,2025-08-10T12:51:07.984902
By Period,5,2,1,1,0.5,5.7,0,2,0.0,0,1,0.0,0,0,0.0,1,2,3,0,1,0,0,0,0,0,0,-1,2.6,1,0,3.0,5,5,1,1,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,5,5,1,5,2,1641766,PlayerDashboardByGameSplits,2,2025-08-10T12:51:07.984902
By Score Margin,Tied,17,6,11,0.353,27.561666666666667,8,14,0.571,0,2,0.0,0,0,0.0,4,7,11,1,2,1,3,1,2,0,16,-9,40.7,7,0,36.0,2,3,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,4,2,6,4,4,4,1,1,4,2,1641766,PlayerDashboardByGameSplits,3,2025-08-10T12:51:07.984902
By Score Margin,1 - 5 Points,18,7,11,0.389,192.64,48,89,0.539,1,4,0.25,15,16,0.938,42,39,81,12,15,6,9,12,22,18,119,43,264.2,7,0,243.0,1,1,4,4,1,1,1,4,2,2,3,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,2,1641766,PlayerDashboardByGameSplits,3,2025-08-10T12:51:07.984902
By Score Margin,6 - 10 Points,17,6,11,0.353,109.87666666666667,21,44,0.477,3,5,0.6,11,14,0.786,11,17,28,6,8,3,3,6,17,10,57,-90,109.6,7,0,106.0,2,3,4,5,2,2,2,6,1,1,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,6,2,1,1,2,2,1641766,PlayerDashboardByGameSplits,3,2025-08-10T12:51:07.984902
By Score Margin,11 - 15 Points,16,7,9,0.438,58.45333333333333,18,29,0.621,0,2,0.0,3,6,0.5,11,14,25,0,4,3,1,0,8,9,39,-9,77.0,6,0,72.0,4,1,3,3,3,3,3,2,4,3,4,3,3,3,2,3,3,6,3,2,4,1,4,3,3,4,3,4,1,3,2,1641766,PlayerDashboardByGameSplits,3,2025-08-10T12:51:07.984902
By Score Margin,16 - 20 Points,9,4,5,0.444,23.135,6,8,0.75,0,0,0.0,0,0,0.0,3,3,6,2,2,1,1,0,2,2,12,40,26.2,1,0,24.0,5,5,2,2,5,5,5,1,4,6,4,4,4,4,5,5,5,3,4,4,4,1,2,4,5,2,5,5,1,5,2,1641766,PlayerDashboardByGameSplits,3,2025-08-10T12:51:07.984902
By Score Margin,more than 20 Points,3,2,1,0.667,9.55,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,1,2,0,1,0,1,2,3,-2,5.5,1,0,7.0,6,6,1,1,6,6,6,5,2,5,1,4,4,4,6,6,6,4,4,6,4,1,1,4,6,3,6,5,1,6,2,1641766,PlayerDashboardByGameSplits,3,2025-08-10T12:51:07.984902
By Actual Margin,Behind more than 20 Points,1,0,1,0.0,0.55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,1,0,0.0,11,11,2,11,11,11,11,11,4,6,4,7,7,7,10,10,10,9,11,8,9,1,1,9,11,5,11,8,1,11,1,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
By Actual Margin,Behind 16 - 20 Points,5,1,4,0.2,15.25,4,5,0.8,0,0,0.0,0,0,0.0,2,1,3,1,1,0,0,0,1,2,8,28,12.1,1,0,12.0,8,8,5,8,8,7,7,1,4,6,4,7,7,7,7,9,7,5,9,8,9,1,2,6,7,2,8,8,1,7,2,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
By Actual Margin,Behind 11 - 15 Points,9,1,8,0.111,41.64,15,24,0.625,0,2,0.0,2,5,0.4,10,12,22,0,2,3,0,0,5,8,32,9,65.4,4,0,60.0,6,8,7,9,5,3,4,4,4,3,4,5,5,6,3,3,3,9,5,2,9,1,7,3,4,4,3,6,1,4,2,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
By Actual Margin,Behind 6 - 10 Points,11,1,10,0.091,52.85,13,25,0.52,3,5,0.6,5,7,0.714,5,8,13,4,3,1,2,3,12,5,35,-19,62.6,5,0,61.0,4,8,8,10,4,4,3,7,1,1,2,4,2,5,5,5,5,3,4,5,4,8,10,4,3,10,4,4,1,3,2,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
By Actual Margin,Behind 1 - 5 Points,17,6,11,0.353,82.84833333333333,18,43,0.419,0,0,0.0,6,6,1.0,21,15,36,5,6,2,3,6,13,9,46,38,105.7,7,0,97.0,2,2,9,6,2,2,2,10,4,6,4,2,4,1,1,2,2,2,2,3,2,10,11,1,2,1,2,1,1,2,2,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
By Actual Margin,Tied,17,6,11,0.353,27.561666666666667,8,14,0.571,0,2,0.0,0,0,0.0,4,7,11,1,2,1,3,1,2,0,16,-9,40.7,7,0,36.0,2,2,9,6,6,5,6,6,4,3,4,7,7,7,6,6,6,5,5,5,2,7,5,9,6,8,6,1,1,6,2,1641766,PlayerDashboardByGameSplits,4,2025-08-10T12:51:07.984902
