GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,player_id,endpoint,dataframe_index,collection_timestamp
Month,February,1,0,1,0.0,30.308333333333334,10,17,0.588,1,1,1.0,1,2,0.5,2,6,8,2,2,0,1,1,1,2,23,-22,36.6,0,0,36.0,5,5,2,5,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,2,2,4,4,6,4,3,1,4,1,1641766,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:09.635555
Month,July,4,2,2,0.5,100.355,23,37,0.622,0,2,0.0,14,16,0.875,15,20,35,3,11,7,4,2,18,10,60,18,128.5,1,0,120.0,2,1,3,2,2,2,2,3,4,2,4,1,1,1,2,2,2,3,2,1,2,4,5,2,2,1,2,2,1,2,1,1641766,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:09.635555
Pre/Post All-Star,Pre All-Star,19,7,12,0.368,421.21666666666664,102,186,0.548,5,14,0.357,29,36,0.806,71,80,151,22,33,14,18,19,52,41,246,-27,523.2,7,0,488.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1641766,PlayerDashboardByGeneralSplits,4,2025-08-10T12:52:09.635555
Starting Position,Starters,14,4,10,0.286,374.7183333333333,92,169,0.544,5,14,0.357,24,30,0.8,59,74,133,20,30,11,18,18,50,37,221,-25,467.6,6,0,437.0,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1641766,PlayerDashboardByGeneralSplits,5,2025-08-10T12:52:09.635555
Starting Position,Bench,5,3,2,0.6,46.498333333333335,10,17,0.588,0,0,0.0,5,6,0.833,12,6,18,2,3,3,0,1,2,4,25,-2,55.6,1,0,51.0,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1641766,PlayerDashboardByGeneralSplits,5,2025-08-10T12:52:09.635555
Days Rest,0 Days Rest,4,2,2,0.5,86.14,18,32,0.563,0,3,0.0,6,6,1.0,12,16,28,3,8,3,4,2,13,6,43,14,94.1,1,0,88.0,2,1,5,3,2,2,2,4,3,2,3,2,3,1,4,2,2,3,2,2,2,3,6,3,2,2,2,3,1,2,2,1641766,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:09.635555
Days Rest,1 Days Rest,6,1,5,0.167,127.245,35,63,0.556,4,5,0.8,4,8,0.5,17,23,40,8,13,3,5,5,19,12,79,-45,150.0,1,0,147.0,1,3,7,5,1,1,1,5,1,1,1,4,2,6,1,1,1,1,1,2,1,6,7,1,1,7,1,3,1,1,2,1641766,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:09.635555
Days Rest,2 Days Rest,1,1,0,1.0,27.565,6,7,0.857,0,0,0.0,5,6,0.833,3,6,9,1,3,2,2,1,3,4,17,22,38.3,0,0,35.0,6,3,1,1,7,7,7,1,3,6,3,3,3,4,7,6,7,6,4,4,4,1,2,5,6,1,6,6,1,6,1,1641766,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:09.635555
Days Rest,3 Days Rest,2,0,2,0.0,52.31666666666667,13,30,0.433,0,3,0.0,3,4,0.75,13,11,24,4,2,0,4,5,9,4,31,-16,75.8,2,0,67.0,4,6,5,6,4,3,3,6,3,2,3,5,5,5,3,4,4,2,5,7,2,6,5,5,4,6,4,1,1,4,1,1641766,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:09.635555
Days Rest,4 Days Rest,1,0,1,0.0,31.016666666666666,11,16,0.688,1,2,0.5,3,3,1.0,5,9,14,1,2,1,0,2,2,5,27,7,46.3,1,0,45.0,6,6,2,6,6,5,5,3,2,4,2,5,6,1,6,5,5,6,5,5,7,3,1,4,5,3,5,3,1,5,1,1641766,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:09.635555
Days Rest,5 Days Rest,2,1,1,0.5,35.233333333333334,7,10,0.7,0,0,0.0,0,0,0.0,7,3,10,2,0,1,1,1,3,1,14,-3,35.0,0,0,30.0,4,3,2,3,5,6,6,2,3,6,3,7,7,7,5,7,6,5,7,5,6,1,2,7,7,4,7,6,1,7,2,1641766,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:09.635555
Days Rest,6+ Days Rest,3,2,1,0.667,61.7,12,28,0.429,0,1,0.0,8,9,0.889,14,12,26,3,5,4,2,3,3,9,35,-6,83.7,2,0,76.0,3,1,2,2,3,4,4,7,3,5,3,1,1,3,2,3,3,3,3,1,4,5,2,2,3,5,3,1,1,3,2,1641766,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:09.635555
Overall,2024,8,5,3,0.625,172.58166666666668,17,30,0.567,0,0,0.0,12,13,0.923,12,30,42,6,17,9,21,3,39,20,46,-18,178.4,0,0,154.0,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1641737,PlayerDashboardByGeneralSplits,0,2025-08-10T12:52:14.401222
Overall,2024-25,58,12,46,0.207,904.55,135,192,0.703,0,1,0.0,67,100,0.67,92,153,245,27,61,26,69,13,125,90,337,-112,895.5,3,0,799.0,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1641737,PlayerDashboardByGeneralSplits,0,2025-08-10T12:52:14.401222
Location,Home,35,8,27,0.229,598.6866666666666,91,136,0.669,0,0,0.0,42,56,0.75,70,101,171,17,43,15,57,12,93,57,224,-84,627.7,2,0,556.0,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1641737,PlayerDashboardByGeneralSplits,1,2025-08-10T12:52:14.401222
Location,Road,31,9,22,0.29,478.445,61,86,0.709,0,1,0.0,37,57,0.649,34,82,116,16,35,20,33,4,71,53,159,-46,446.2,1,0,397.0,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1641737,PlayerDashboardByGeneralSplits,1,2025-08-10T12:52:14.401222
Wins/Losses,Wins,17,17,0,1.0,305.65,36,57,0.632,0,1,0.0,26,36,0.722,27,60,87,14,27,9,30,4,54,28,98,40,313.4,1,0,277.0,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1641737,PlayerDashboardByGeneralSplits,2,2025-08-10T12:52:14.401222
Wins/Losses,Losses,49,0,49,0.0,771.4816666666667,116,165,0.703,0,0,0.0,53,77,0.688,77,123,200,19,51,26,60,12,110,82,285,-170,760.5,2,0,676.0,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1641737,PlayerDashboardByGeneralSplits,2,2025-08-10T12:52:14.401222
Month,October,3,0,3,0.0,6.773333333333333,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,2,0,2,10,6.2,0,0,5.0,8,8,2,8,8,8,8,1,1,2,1,8,8,8,8,8,8,7,8,6,7,1,1,8,8,3,8,3,1,8,1,1641737,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:14.401222
Month,November,9,1,8,0.111,55.64666666666667,5,7,0.714,0,0,0.0,3,4,0.75,5,14,19,0,4,0,5,1,9,3,13,11,46.8,0,0,42.0,3,4,6,6,6,6,6,4,1,2,1,7,7,4,6,6,6,7,6,6,6,3,3,7,6,2,6,3,1,6,1,1641737,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:14.401222
Month,December,4,2,2,0.5,43.705,3,6,0.5,0,0,0.0,5,5,1.0,3,4,7,2,2,0,0,2,7,4,11,-15,20.4,0,0,20.0,7,3,1,2,7,7,7,8,1,2,1,6,6,1,7,7,7,5,7,6,8,4,2,6,7,4,7,3,1,7,1,1641737,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:14.401222
Month,January,16,6,10,0.375,239.45,24,35,0.686,0,0,0.0,17,31,0.548,23,40,63,8,15,5,18,3,42,28,65,-46,206.6,0,0,182.0,1,1,7,3,1,3,3,6,1,2,1,3,1,7,2,2,2,2,3,4,3,5,8,1,3,7,3,3,1,3,1,1641737,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:14.401222
Month,February,8,1,7,0.125,99.57333333333334,11,14,0.786,0,0,0.0,6,8,0.75,9,16,25,1,6,3,6,0,19,8,28,14,80.5,0,0,72.0,4,4,5,5,5,5,5,2,1,2,1,5,5,4,5,5,5,6,5,5,5,1,4,5,5,1,5,3,1,5,1,1641737,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:14.401222
Month,March,11,1,10,0.091,238.42,46,67,0.687,0,0,0.0,18,22,0.818,28,43,71,10,15,10,23,3,21,24,110,-32,294.2,2,0,257.0,2,4,7,7,2,1,1,5,1,2,1,1,3,3,1,1,1,1,3,1,1,5,5,2,1,6,1,1,1,1,1,1641737,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:14.401222
Month,April,7,1,6,0.143,220.98166666666665,45,62,0.726,0,1,0.0,18,30,0.6,23,36,59,6,19,8,16,4,25,23,108,-54,240.8,1,0,221.0,6,4,4,4,3,2,2,3,1,1,1,1,2,6,2,3,3,3,1,3,4,8,6,3,2,8,2,2,1,2,1,1641737,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:14.401222
Month,July,8,5,3,0.625,172.58166666666668,17,30,0.567,0,0,0.0,12,13,0.923,12,30,42,6,17,9,21,3,39,20,46,-18,178.4,0,0,154.0,4,2,2,1,4,4,4,7,1,2,1,4,4,2,4,4,4,3,2,2,2,5,7,4,4,5,4,3,1,4,1,1641737,PlayerDashboardByGeneralSplits,3,2025-08-10T12:52:14.401222
Pre/Post All-Star,Pre All-Star,45,15,30,0.333,583.355,58,89,0.652,0,0,0.0,40,57,0.702,50,96,146,17,42,16,49,9,109,59,156,-47,509.7,0,0,449.0,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,1641737,PlayerDashboardByGeneralSplits,4,2025-08-10T12:52:14.401222
Pre/Post All-Star,Post All-Star,21,2,19,0.095,493.77666666666664,94,133,0.707,0,1,0.0,39,56,0.696,54,87,141,16,36,19,41,7,55,51,227,-83,564.2,3,0,504.0,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1641737,PlayerDashboardByGeneralSplits,4,2025-08-10T12:52:14.401222
Starting Position,Starters,19,6,13,0.316,507.7633333333333,84,120,0.7,0,1,0.0,42,60,0.7,44,90,134,13,47,22,47,8,79,58,210,-114,550.3,2,0,495.0,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1641737,PlayerDashboardByGeneralSplits,5,2025-08-10T12:52:14.401222
Starting Position,Bench,47,11,36,0.234,569.3683333333333,68,102,0.667,0,0,0.0,37,53,0.698,60,93,153,20,31,13,43,8,85,52,173,-16,523.6,1,0,458.0,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1641737,PlayerDashboardByGeneralSplits,5,2025-08-10T12:52:14.401222
Days Rest,0 Days Rest,14,3,11,0.214,251.13166666666666,30,44,0.682,0,0,0.0,23,30,0.767,20,53,73,4,19,8,17,4,43,32,83,-52,232.6,0,0,210.0,2,3,6,4,2,2,2,3,1,2,1,2,2,3,3,2,2,4,2,2,3,6,6,2,2,6,2,3,1,2,1,1641737,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:14.401222
Days Rest,1 Days Rest,28,5,23,0.179,507.1066666666667,80,115,0.696,0,1,0.0,37,57,0.649,49,76,125,18,38,17,43,9,77,51,197,-107,516.0,1,0,460.0,1,2,7,5,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,7,7,1,1,7,1,2,1,1,1,1641737,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:14.401222
Days Rest,2 Days Rest,11,6,5,0.545,180.80833333333334,29,42,0.69,0,0,0.0,9,14,0.643,24,30,54,6,16,7,20,2,21,14,67,26,205.8,2,0,181.0,3,1,5,1,3,3,3,2,1,2,1,3,3,7,2,3,3,2,3,3,2,5,5,3,3,1,3,1,1,3,1,1641737,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:14.401222
Days Rest,3 Days Rest,2,0,2,0.0,20.116666666666667,1,2,0.5,0,0,0.0,2,2,1.0,2,4,6,0,1,0,1,0,4,3,4,11,13.2,0,0,12.0,6,6,2,6,7,6,6,6,1,2,1,5,7,1,6,6,6,5,6,5,7,1,1,5,6,2,7,3,1,7,1,1641737,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:14.401222
Days Rest,4 Days Rest,4,0,4,0.0,30.108333333333334,4,6,0.667,0,0,0.0,2,3,0.667,3,2,5,0,2,0,3,0,4,2,10,2,23.0,0,0,21.0,5,6,4,6,5,5,5,4,1,2,1,5,5,4,5,7,7,5,4,5,4,1,1,6,5,4,5,3,1,5,1,1641737,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:14.401222
Days Rest,5 Days Rest,2,1,1,0.5,28.168333333333333,1,2,0.5,0,0,0.0,2,3,0.667,1,6,7,0,2,0,3,1,6,2,4,4,19.4,0,0,17.0,6,5,1,2,6,6,6,6,1,2,1,5,5,4,7,5,5,5,4,5,4,4,3,6,6,3,6,3,1,6,1,1641737,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:14.401222
Days Rest,6+ Days Rest,5,2,3,0.4,59.69166666666667,7,11,0.636,0,0,0.0,4,4,1.0,5,12,17,5,0,3,3,0,9,6,18,-14,63.9,0,0,52.0,4,4,3,3,4,4,4,5,1,2,1,4,4,1,4,4,4,3,7,4,4,1,4,4,4,5,4,3,1,4,1,1641737,PlayerDashboardByGeneralSplits,6,2025-08-10T12:52:14.401222
