gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,effectiveFieldGoalPercentage,freeThrowAttemptRate,teamTurnoverPercentage,offensiveReboundPercentage,oppEffectiveFieldGoalPercentage,oppFreeThrowAttemptRate,oppTeamTurnoverPercentage,oppOffensiveReboundPercentage,game_id,game_date,endpoint,dataframe_index,collection_timestamp
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1630193.0,Immanuel,Quickley,I. Quickley,immanuel-quickley,,DND - Rest,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612761,Toronto,Raptors,TOR,raptors,1631197.0,Jared,Rhoden,J. Rhoden,jared-rhoden,,DND - Injury/Illness,8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1630577.0,Julian,Champagnie,J. Champagnie,julian-champagnie,F,,30,34:45,0.573,0.387,0.095,0.031,0.563,0.153,0.117,0.231,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,203084.0,Harrison,Barnes,H. Barnes,harrison-barnes,F,,40,34:12,0.556,0.349,0.085,0.029,0.543,0.157,0.12,0.25,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,202687.0,Bismack,Biyombo,B. Biyombo,bismack-biyombo,C,,15,14:03,0.648,0.148,0.07,0.077,0.419,0.065,0.134,0.3,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1642264.0,Stephon,Castle,S. Castle,stephon-castle,G,,5,37:16,0.523,0.394,0.126,0.027,0.526,0.143,0.124,0.262,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,101108.0,Chris,Paul,C. Paul,chris-paul,G,,3,33:51,0.582,0.328,0.085,0.031,0.535,0.127,0.122,0.263,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1630572.0,Sandro,Mamukelashvili,S. Mamukelashvili,sandro-mamukelashvili,,,54,18:58,0.581,0.387,0.174,0.0,0.618,0.184,0.119,0.2,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1629640.0,Keldon,Johnson,K. Johnson,keldon-johnson,,,0,27:12,0.643,0.571,0.126,0.167,0.555,0.127,0.133,0.2,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
0022401197,1610612759,San Antonio,Spurs,SAS,spurs,1631103.0,Malaki,Branham,M. Branham,malaki-branham,,,22,16:44,0.643,0.429,0.193,0.091,0.516,0.258,0.137,0.15,0022401197,2025-04-13,BoxScoreFourFactorsV3,0,2025-08-10T12:24:52.364650
