SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,player_id,endpoint,dataframe_index,collection_timestamp
22024,1630598,0022401135,"Apr 06, 2025",OKC vs. LAL,L,21,1,6,0.167,0,3,0.0,2,4,0.5,1,4,5,1,0,0,1,1,4,-17,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022401123,"Apr 04, 2025",OKC @ HOU,L,19,2,6,0.333,2,5,0.4,2,2,1.0,0,3,3,0,0,0,1,1,8,-5,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022401036,"Mar 23, 2025",OKC @ LAC,W,26,8,17,0.471,3,8,0.375,0,0,0.0,1,2,3,1,0,0,1,4,19,-6,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022401017,"Mar 21, 2025",OKC vs. CHA,W,27,4,9,0.444,3,6,0.5,0,0,0.0,0,2,2,1,3,0,0,0,11,31,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022401002,"Mar 19, 2025",OKC vs. PHI,W,29,10,18,0.556,4,10,0.4,2,3,0.667,0,4,4,6,0,0,1,2,26,32,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400982,"Mar 16, 2025",OKC @ MIL,W,19,3,8,0.375,1,4,0.25,2,2,1.0,2,2,4,3,0,1,0,0,9,9,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400946,"Mar 12, 2025",OKC @ BOS,W,20,0,9,0.0,0,4,0.0,0,0,0.0,1,2,3,1,1,0,0,1,0,8,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400936,"Mar 10, 2025",OKC vs. DEN,L,22,3,8,0.375,2,4,0.5,0,0,0.0,1,3,4,1,1,0,0,1,8,-9,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400920,"Mar 09, 2025",OKC vs. DEN,W,18,2,5,0.4,0,2,0.0,0,0,0.0,0,7,7,1,1,0,1,0,4,12,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400908,"Mar 07, 2025",OKC vs. POR,W,32,13,26,0.5,2,9,0.222,2,2,1.0,2,3,5,3,1,1,2,0,30,6,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400895,"Mar 05, 2025",OKC @ MEM,W,30,6,9,0.667,3,4,0.75,1,2,0.5,0,1,1,3,1,0,0,0,16,20,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400879,"Mar 03, 2025",OKC vs. HOU,W,25,3,9,0.333,2,5,0.4,0,0,0.0,2,5,7,2,1,0,2,1,8,-3,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400871,"Mar 02, 2025",OKC @ SAS,W,24,6,12,0.5,5,8,0.625,0,2,0.0,0,3,3,2,1,0,2,2,17,10,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400851,"Feb 28, 2025",OKC @ ATL,W,26,5,10,0.5,3,5,0.6,0,0,0.0,3,3,6,2,0,0,1,0,13,4,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400840,"Feb 26, 2025",OKC @ BKN,W,29,11,19,0.579,2,7,0.286,0,0,0.0,2,3,5,3,0,0,1,1,24,26,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400826,"Feb 24, 2025",OKC vs. MIN,L,29,8,16,0.5,1,6,0.167,2,2,1.0,3,4,7,0,2,1,0,4,19,-9,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400820,"Feb 23, 2025",OKC @ MIN,W,19,4,6,0.667,4,4,1.0,3,4,0.75,0,0,0,0,0,1,1,2,15,8,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400804,"Feb 21, 2025",OKC @ UTA,W,22,3,7,0.429,2,4,0.5,4,4,1.0,1,2,3,5,1,1,1,2,12,3,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400787,"Feb 13, 2025",OKC @ MIN,L,19,4,8,0.5,2,4,0.5,0,0,0.0,0,3,3,1,0,1,0,2,10,-26,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400778,"Feb 12, 2025",OKC vs. MIA,W,28,5,14,0.357,1,6,0.167,0,0,0.0,1,4,5,2,2,0,2,1,11,0,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400761,"Feb 10, 2025",OKC vs. NOP,W,25,9,13,0.692,4,7,0.571,2,2,1.0,0,2,2,0,3,0,2,2,24,25,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400746,"Feb 08, 2025",OKC @ MEM,W,38,9,18,0.5,8,13,0.615,0,0,0.0,2,9,11,2,0,0,0,1,26,15,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400739,"Feb 07, 2025",OKC vs. TOR,W,33,7,14,0.5,1,5,0.2,3,3,1.0,1,2,3,2,1,1,0,0,18,9,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400724,"Feb 05, 2025",OKC vs. PHX,W,25,6,8,0.75,1,2,0.5,4,4,1.0,4,2,6,1,1,0,0,2,17,26,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400705,"Feb 03, 2025",OKC vs. MIL,W,26,6,9,0.667,1,2,0.5,0,0,0.0,0,1,1,4,1,0,1,0,13,24,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400691,"Feb 01, 2025",OKC vs. SAC,W,40,16,30,0.533,6,14,0.429,3,4,0.75,6,8,14,3,0,0,2,2,41,31,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400673,"Jan 29, 2025",OKC @ GSW,L,14,1,5,0.2,0,4,0.0,0,0,0.0,0,2,2,1,0,0,0,1,2,7,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400647,"Jan 26, 2025",OKC @ POR,W,17,2,6,0.333,0,4,0.0,0,0,0.0,0,1,1,0,1,0,0,1,4,-8,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400625,"Jan 23, 2025",OKC vs. DAL,L,28,4,11,0.364,0,6,0.0,1,2,0.5,1,2,3,1,0,0,1,1,9,-1,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400618,"Jan 22, 2025",OKC vs. UTA,W,23,4,7,0.571,2,4,0.5,0,0,0.0,1,3,4,1,1,0,1,2,10,-4,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400595,"Jan 19, 2025",OKC vs. BKN,W,26,6,11,0.545,0,4,0.0,0,0,0.0,1,2,3,5,0,0,2,0,12,8,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400583,"Jan 17, 2025",OKC @ DAL,L,23,5,8,0.625,2,4,0.5,0,0,0.0,2,4,6,2,1,0,3,6,12,-5,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400574,"Jan 16, 2025",OKC vs. CLE,W,33,2,8,0.25,0,1,0.0,0,0,0.0,2,3,5,3,0,0,1,1,4,8,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
22024,1630598,0022400555,"Jan 14, 2025",OKC @ PHI,W,16,3,5,0.6,0,1,0.0,0,0,0.0,1,2,3,3,0,0,0,0,6,-12,1,1630598,PlayerGameLog,0,2025-08-10T12:49:43.837142
